Orthogroup	1_Dpini_HiFi_PB_ONT_primary_purged_correct_scaffIII_tsebra	2_GCF_021155765.1_iyDipSimi1.1_protein	3_GCF_021155785.1_iyNeoFabr1.1_protein	4_GCF_021901455.1_iyNeoLeco1.1_protein	5_GCF_021155775.1_iyNeoPine1.1_protein	6_GCF_021901495.1_iyNeoVirg1.1_protein	7_GCF_917208135.1_iyAthRosa1.1_protein	8_GCF_000612105.2_Oabi_2.0_protein	9_GCF_000143395.1_Attacep1.0_protein	GCF_001465965.1_Pdom_r1.2_protein	GCF_003254395.2_Amel_HAv3.1_protein	Total
OG0012506	0	0	0	1	1	1	0	0	0	0	0	3
OG0012507	0	0	0	2	1	0	0	0	0	0	0	3
OG0012508	0	0	0	1	1	1	0	0	0	0	0	3
OG0012509	0	0	0	1	1	1	0	0	0	0	0	3
OG0012510	0	0	0	1	1	1	0	0	0	0	0	3
OG0012511	0	0	0	1	1	1	0	0	0	0	0	3
OG0012512	0	0	0	1	1	1	0	0	0	0	0	3
OG0012513	0	0	0	1	1	1	0	0	0	0	0	3
OG0012514	0	0	0	1	1	1	0	0	0	0	0	3
OG0012515	0	0	0	1	1	1	0	0	0	0	0	3
OG0012516	0	0	0	1	1	1	0	0	0	0	0	3
OG0012517	0	0	0	2	1	0	0	0	0	0	0	3
OG0012518	0	0	0	1	1	1	0	0	0	0	0	3
OG0012519	0	0	0	1	1	1	0	0	0	0	0	3
OG0012520	0	0	0	1	1	1	0	0	0	0	0	3
OG0012521	0	0	0	1	1	1	0	0	0	0	0	3
OG0012522	0	0	0	1	1	1	0	0	0	0	0	3
OG0012523	0	0	0	1	1	0	0	0	0	1	0	3
OG0012524	0	0	0	1	1	1	0	0	0	0	0	3
OG0012525	0	0	0	1	2	0	0	0	0	0	0	3
OG0012526	0	0	0	1	1	1	0	0	0	0	0	3
OG0012527	0	0	0	1	1	1	0	0	0	0	0	3
OG0012528	0	0	0	1	1	1	0	0	0	0	0	3
OG0012529	0	0	0	1	1	1	0	0	0	0	0	3
OG0012530	0	0	0	1	1	1	0	0	0	0	0	3
OG0012531	0	0	0	1	1	1	0	0	0	0	0	3
OG0012532	0	0	0	1	1	1	0	0	0	0	0	3
OG0012533	0	0	0	2	1	0	0	0	0	0	0	3
OG0012534	0	0	0	1	1	1	0	0	0	0	0	3
OG0012535	0	0	0	1	1	1	0	0	0	0	0	3
OG0012536	0	0	0	1	1	0	0	0	0	0	1	3
OG0012537	0	0	0	2	1	0	0	0	0	0	0	3
OG0012538	0	0	0	1	1	1	0	0	0	0	0	3
OG0012539	0	0	0	1	1	1	0	0	0	0	0	3
OG0012540	0	0	0	1	1	1	0	0	0	0	0	3
OG0012541	0	0	0	1	1	1	0	0	0	0	0	3
OG0012542	0	0	0	1	1	1	0	0	0	0	0	3
OG0012543	0	0	0	1	1	1	0	0	0	0	0	3
OG0012544	0	0	0	0	3	0	0	0	0	0	0	3
OG0012545	0	0	0	0	3	0	0	0	0	0	0	3
OG0012546	0	0	0	0	3	0	0	0	0	0	0	3
OG0012547	0	0	0	0	1	2	0	0	0	0	0	3
OG0012548	0	0	0	0	3	0	0	0	0	0	0	3
OG0012549	0	0	0	0	0	1	0	1	0	1	0	3
OG0012550	0	0	0	0	0	3	0	0	0	0	0	3
OG0012551	0	0	0	0	0	3	0	0	0	0	0	3
OG0012552	0	0	0	0	0	0	3	0	0	0	0	3
OG0012553	0	0	0	0	0	0	3	0	0	0	0	3
OG0012554	0	0	0	0	0	0	3	0	0	0	0	3
OG0012555	0	0	0	0	0	0	3	0	0	0	0	3
OG0012556	0	0	0	0	0	0	1	0	1	1	0	3
OG0012557	0	0	0	0	0	0	3	0	0	0	0	3
OG0012558	0	0	0	0	0	0	3	0	0	0	0	3
OG0012559	0	0	0	0	0	0	3	0	0	0	0	3
OG0012560	0	0	0	0	0	0	3	0	0	0	0	3
OG0012561	0	0	0	0	0	0	3	0	0	0	0	3
OG0012562	0	0	0	0	0	0	1	2	0	0	0	3
OG0012563	0	0	0	0	0	0	1	1	1	0	0	3
OG0012564	0	0	0	0	0	0	3	0	0	0	0	3
OG0012565	0	0	0	0	0	0	3	0	0	0	0	3
OG0012566	0	0	0	0	0	0	3	0	0	0	0	3
OG0012567	0	0	0	0	0	0	3	0	0	0	0	3
OG0012568	0	0	0	0	0	0	3	0	0	0	0	3
OG0012569	0	0	0	0	0	0	3	0	0	0	0	3
OG0012570	0	0	0	0	0	0	3	0	0	0	0	3
OG0012571	0	0	0	0	0	0	1	0	0	1	1	3
OG0012572	0	0	0	0	0	0	3	0	0	0	0	3
OG0012573	0	0	0	0	0	0	3	0	0	0	0	3
OG0012574	0	0	0	0	0	0	2	1	0	0	0	3
OG0012575	0	0	0	0	0	0	3	0	0	0	0	3
OG0012576	0	0	0	0	0	0	3	0	0	0	0	3
OG0012577	0	0	0	0	0	0	3	0	0	0	0	3
OG0012578	0	0	0	0	0	0	3	0	0	0	0	3
OG0012579	0	0	0	0	0	0	3	0	0	0	0	3
OG0012580	0	0	0	0	0	0	1	1	1	0	0	3
OG0012581	0	0	0	0	0	0	2	0	0	0	1	3
OG0012582	0	0	0	0	0	0	3	0	0	0	0	3
OG0012583	0	0	0	0	0	0	3	0	0	0	0	3
OG0012584	0	0	0	0	0	0	3	0	0	0	0	3
OG0012585	0	0	0	0	0	0	3	0	0	0	0	3
OG0012586	0	0	0	0	0	0	3	0	0	0	0	3
OG0012587	0	0	0	0	0	0	1	1	0	0	1	3
OG0012588	0	0	0	0	0	0	3	0	0	0	0	3
OG0012589	0	0	0	0	0	0	3	0	0	0	0	3
OG0012590	0	0	0	0	0	0	3	0	0	0	0	3
OG0012591	0	0	0	0	0	0	3	0	0	0	0	3
OG0012592	0	0	0	0	0	0	1	1	1	0	0	3
OG0012593	0	0	0	0	0	0	3	0	0	0	0	3
OG0012594	0	0	0	0	0	0	2	0	0	1	0	3
OG0012595	0	0	0	0	0	0	3	0	0	0	0	3
OG0012596	0	0	0	0	0	0	3	0	0	0	0	3
OG0012597	0	0	0	0	0	0	3	0	0	0	0	3
OG0012598	0	0	0	0	0	0	3	0	0	0	0	3
OG0012599	0	0	0	0	0	0	3	0	0	0	0	3
OG0012600	0	0	0	0	0	0	3	0	0	0	0	3
OG0012601	0	0	0	0	0	0	3	0	0	0	0	3
OG0012602	0	0	0	0	0	0	3	0	0	0	0	3
OG0012603	0	0	0	0	0	0	1	0	0	0	2	3
OG0012604	0	0	0	0	0	0	3	0	0	0	0	3
OG0012605	0	0	0	0	0	0	3	0	0	0	0	3
OG0012606	0	0	0	0	0	0	3	0	0	0	0	3
OG0012607	0	0	0	0	0	0	3	0	0	0	0	3
OG0012608	0	0	0	0	0	0	3	0	0	0	0	3
OG0012609	0	0	0	0	0	0	3	0	0	0	0	3
OG0012610	0	0	0	0	0	0	3	0	0	0	0	3
OG0012611	0	0	0	0	0	0	3	0	0	0	0	3
OG0012612	0	0	0	0	0	0	3	0	0	0	0	3
OG0012613	0	0	0	0	0	0	3	0	0	0	0	3
OG0012614	0	0	0	0	0	0	3	0	0	0	0	3
OG0012615	0	0	0	0	0	0	3	0	0	0	0	3
OG0012616	0	0	0	0	0	0	2	0	1	0	0	3
OG0012617	0	0	0	0	0	0	3	0	0	0	0	3
OG0012618	0	0	0	0	0	0	3	0	0	0	0	3
OG0012619	0	0	0	0	0	0	3	0	0	0	0	3
OG0012620	0	0	0	0	0	0	3	0	0	0	0	3
OG0012621	0	0	0	0	0	0	3	0	0	0	0	3
OG0012622	0	0	0	0	0	0	3	0	0	0	0	3
OG0012623	0	0	0	0	0	0	3	0	0	0	0	3
OG0012624	0	0	0	0	0	0	3	0	0	0	0	3
OG0012625	0	0	0	0	0	0	3	0	0	0	0	3
OG0012626	0	0	0	0	0	0	1	1	0	0	1	3
OG0012627	0	0	0	0	0	0	3	0	0	0	0	3
OG0012628	0	0	0	0	0	0	3	0	0	0	0	3
OG0012629	0	0	0	0	0	0	3	0	0	0	0	3
OG0012630	0	0	0	0	0	0	1	1	0	1	0	3
OG0012631	0	0	0	0	0	0	0	1	0	0	2	3
OG0012632	0	0	0	0	0	0	0	3	0	0	0	3
OG0012633	0	0	0	0	0	0	0	2	1	0	0	3
OG0012634	0	0	0	0	0	0	0	3	0	0	0	3
OG0012635	0	0	0	0	0	0	0	3	0	0	0	3
OG0012636	0	0	0	0	0	0	0	3	0	0	0	3
OG0012637	0	0	0	0	0	0	0	1	0	1	1	3
OG0012638	0	0	0	0	0	0	0	1	1	0	1	3
OG0012639	0	0	0	0	0	0	0	3	0	0	0	3
OG0012640	0	0	0	0	0	0	0	3	0	0	0	3
OG0012641	0	0	0	0	0	0	0	3	0	0	0	3
OG0012642	0	0	0	0	0	0	0	2	1	0	0	3
OG0012643	0	0	0	0	0	0	0	3	0	0	0	3
OG0012644	0	0	0	0	0	0	0	3	0	0	0	3
OG0012645	0	0	0	0	0	0	0	3	0	0	0	3
OG0012646	0	0	0	0	0	0	0	3	0	0	0	3
OG0012647	0	0	0	0	0	0	0	3	0	0	0	3
OG0012648	0	0	0	0	0	0	0	3	0	0	0	3
OG0012649	0	0	0	0	0	0	0	3	0	0	0	3
OG0012650	0	0	0	0	0	0	0	1	0	1	1	3
OG0012651	0	0	0	0	0	0	0	3	0	0	0	3
OG0012652	0	0	0	0	0	0	0	3	0	0	0	3
OG0012653	0	0	0	0	0	0	0	3	0	0	0	3
OG0012654	0	0	0	0	0	0	0	3	0	0	0	3
OG0012655	0	0	0	0	0	0	0	3	0	0	0	3
OG0012656	0	0	0	0	0	0	0	3	0	0	0	3
OG0012657	0	0	0	0	0	0	0	3	0	0	0	3
OG0012658	0	0	0	0	0	0	0	1	1	0	1	3
OG0012659	0	0	0	0	0	0	0	3	0	0	0	3
OG0012660	0	0	0	0	0	0	0	3	0	0	0	3
OG0012661	0	0	0	0	0	0	0	3	0	0	0	3
OG0012662	0	0	0	0	0	0	0	2	1	0	0	3
OG0012663	0	0	0	0	0	0	0	3	0	0	0	3
OG0012664	0	0	0	0	0	0	0	1	0	1	1	3
OG0012665	0	0	0	0	0	0	0	3	0	0	0	3
OG0012666	0	0	0	0	0	0	0	1	0	0	2	3
OG0012667	0	0	0	0	0	0	0	3	0	0	0	3
OG0012668	0	0	0	0	0	0	0	2	0	1	0	3
OG0012669	0	0	0	0	0	0	0	3	0	0	0	3
OG0012670	0	0	0	0	0	0	0	3	0	0	0	3
OG0012671	0	0	0	0	0	0	0	3	0	0	0	3
OG0012672	0	0	0	0	0	0	0	1	1	1	0	3
OG0012673	0	0	0	0	0	0	0	3	0	0	0	3
OG0012674	0	0	0	0	0	0	0	3	0	0	0	3
OG0012675	0	0	0	0	0	0	0	2	1	0	0	3
OG0012676	0	0	0	0	0	0	0	3	0	0	0	3
OG0012677	0	0	0	0	0	0	0	3	0	0	0	3
OG0012678	0	0	0	0	0	0	0	1	0	1	1	3
OG0012679	0	0	0	0	0	0	0	1	1	1	0	3
OG0012680	0	0	0	0	0	0	0	1	1	0	1	3
OG0012681	0	0	0	0	0	0	0	3	0	0	0	3
OG0012682	0	0	0	0	0	0	0	3	0	0	0	3
OG0012683	0	0	0	0	0	0	0	1	0	0	2	3
OG0012684	0	0	0	0	0	0	0	1	0	1	1	3
OG0012685	0	0	0	0	0	0	0	3	0	0	0	3
OG0012686	0	0	0	0	0	0	0	3	0	0	0	3
OG0012687	0	0	0	0	0	0	0	1	0	1	1	3
OG0012688	0	0	0	0	0	0	0	1	1	0	1	3
OG0012689	0	0	0	0	0	0	0	3	0	0	0	3
OG0012690	0	0	0	0	0	0	0	1	0	1	1	3
OG0012691	0	0	0	0	0	0	0	1	0	1	1	3
OG0012692	0	0	0	0	0	0	0	3	0	0	0	3
OG0012693	0	0	0	0	0	0	0	1	0	0	2	3
OG0012694	0	0	0	0	0	0	0	2	0	0	1	3
OG0012695	0	0	0	0	0	0	0	0	1	0	2	3
OG0012696	0	0	0	0	0	0	0	0	1	1	1	3
OG0012697	0	0	0	0	0	0	0	0	1	1	1	3
OG0012698	0	0	0	0	0	0	0	0	1	1	1	3
OG0012699	0	0	0	0	0	0	0	0	1	1	1	3
OG0012700	0	0	0	0	0	0	0	0	1	1	1	3
OG0012701	0	0	0	0	0	0	0	0	1	0	2	3
OG0012702	0	0	0	0	0	0	0	0	3	0	0	3
OG0012703	0	0	0	0	0	0	0	0	3	0	0	3
OG0012704	0	0	0	0	0	0	0	0	1	1	1	3
OG0012705	0	0	0	0	0	0	0	0	1	1	1	3
OG0012706	0	0	0	0	0	0	0	0	1	1	1	3
OG0012707	0	0	0	0	0	0	0	0	1	0	2	3
OG0012708	0	0	0	0	0	0	0	0	1	1	1	3
OG0012709	0	0	0	0	0	0	0	0	3	0	0	3
OG0012710	0	0	0	0	0	0	0	0	1	0	2	3
OG0012711	0	0	0	0	0	0	0	0	3	0	0	3
OG0012712	0	0	0	0	0	0	0	0	3	0	0	3
OG0012713	0	0	0	0	0	0	0	0	1	1	1	3
OG0012714	0	0	0	0	0	0	0	0	2	1	0	3
OG0012715	0	0	0	0	0	0	0	0	1	0	2	3
OG0012716	0	0	0	0	0	0	0	0	1	1	1	3
OG0012717	0	0	0	0	0	0	0	0	3	0	0	3
OG0012718	0	0	0	0	0	0	0	0	1	1	1	3
OG0012719	0	0	0	0	0	0	0	0	1	1	1	3
OG0012720	0	0	0	0	0	0	0	0	1	1	1	3
OG0012721	0	0	0	0	0	0	0	0	1	0	2	3
OG0012722	0	0	0	0	0	0	0	0	1	1	1	3
OG0012723	0	0	0	0	0	0	0	0	1	1	1	3
OG0012724	0	0	0	0	0	0	0	0	1	0	2	3
OG0012725	0	0	0	0	0	0	0	0	1	1	1	3
OG0012726	0	0	0	0	0	0	0	0	1	0	2	3
OG0012727	0	0	0	0	0	0	0	0	1	1	1	3
OG0012728	0	0	0	0	0	0	0	0	1	1	1	3
OG0012729	0	0	0	0	0	0	0	0	1	0	2	3
OG0012730	0	0	0	0	0	0	0	0	1	0	2	3
OG0012731	0	0	0	0	0	0	0	0	1	1	1	3
OG0012732	0	0	0	0	0	0	0	0	1	1	1	3
OG0012733	0	0	0	0	0	0	0	0	0	3	0	3
OG0012734	0	0	0	0	0	0	0	0	0	3	0	3
OG0012735	0	0	0	0	0	0	0	0	0	3	0	3
OG0012736	0	0	0	0	0	0	0	0	0	2	1	3
OG0012737	0	0	0	0	0	0	0	0	0	3	0	3
OG0012738	0	0	0	0	0	0	0	0	0	3	0	3
OG0012739	0	0	0	0	0	0	0	0	0	3	0	3
OG0012740	0	0	0	0	0	0	0	0	0	1	2	3
OG0012741	0	0	0	0	0	0	0	0	0	3	0	3
OG0012742	0	0	0	0	0	0	0	0	0	3	0	3
OG0012743	0	0	0	0	0	0	0	0	0	3	0	3
OG0012744	0	0	0	0	0	0	0	0	0	3	0	3
OG0012745	0	0	0	0	0	0	0	0	0	3	0	3
OG0012746	0	0	0	0	0	0	0	0	0	3	0	3
OG0012747	0	0	0	0	0	0	0	0	0	2	1	3
OG0012748	0	0	0	0	0	0	0	0	0	3	0	3
OG0012749	0	0	0	0	0	0	0	0	0	3	0	3
OG0012750	0	0	0	0	0	0	0	0	0	3	0	3
OG0012751	0	0	0	0	0	0	0	0	0	3	0	3
OG0012752	0	0	0	0	0	0	0	0	0	3	0	3
OG0012753	0	0	0	0	0	0	0	0	0	3	0	3
OG0012754	0	0	0	0	0	0	0	0	0	3	0	3
OG0012755	0	0	0	0	0	0	0	0	0	1	2	3
OG0012756	0	0	0	0	0	0	0	0	0	3	0	3
OG0012757	0	0	0	0	0	0	0	0	0	3	0	3
OG0012758	0	0	0	0	0	0	0	0	0	3	0	3
OG0012759	0	0	0	0	0	0	0	0	0	3	0	3
OG0012760	0	0	0	0	0	0	0	0	0	3	0	3
OG0012761	0	0	0	0	0	0	0	0	0	1	2	3
OG0012762	0	0	0	0	0	0	0	0	0	2	1	3
OG0012763	0	0	0	0	0	0	0	0	0	3	0	3
OG0012764	0	0	0	0	0	0	0	0	0	3	0	3
OG0012765	0	0	0	0	0	0	0	0	0	3	0	3
OG0012766	0	0	0	0	0	0	0	0	0	3	0	3
OG0012767	0	0	0	0	0	0	0	0	0	3	0	3
OG0012768	0	0	0	0	0	0	0	0	0	3	0	3
OG0012769	0	0	0	0	0	0	0	0	0	3	0	3
OG0012770	0	0	0	0	0	0	0	0	0	3	0	3
OG0012771	0	0	0	0	0	0	0	0	0	3	0	3
OG0012772	0	0	0	0	0	0	0	0	0	3	0	3
OG0012773	0	0	0	0	0	0	0	0	0	3	0	3
OG0012774	0	0	0	0	0	0	0	0	0	3	0	3
OG0012775	0	0	0	0	0	0	0	0	0	3	0	3
OG0012776	0	0	0	0	0	0	0	0	0	3	0	3
OG0012777	0	0	0	0	0	0	0	0	0	3	0	3
OG0012778	0	0	0	0	0	0	0	0	0	3	0	3
OG0012779	0	0	0	0	0	0	0	0	0	0	3	3
OG0012780	0	0	0	0	0	0	0	0	0	0	3	3
OG0012781	0	0	0	0	0	0	0	0	0	0	3	3
OG0012782	0	0	0	0	0	0	0	0	0	0	3	3
OG0012783	0	0	0	0	0	0	0	0	0	0	3	3
OG0012784	0	0	0	0	0	0	0	0	0	0	3	3
OG0012785	0	0	0	0	0	0	0	0	0	0	3	3
OG0012786	0	0	0	0	0	0	0	0	0	0	3	3
OG0012787	0	0	0	0	0	0	0	0	0	0	3	3
OG0012788	0	0	0	0	0	0	0	0	0	0	3	3
OG0012789	0	0	0	0	0	0	0	0	0	0	3	3
OG0012790	0	0	0	0	0	0	0	0	0	0	3	3
OG0012791	0	0	0	0	0	0	0	0	0	0	3	3
OG0012792	0	0	0	0	0	0	0	0	0	0	3	3
OG0012793	0	0	0	0	0	0	0	0	0	0	3	3
OG0012794	0	0	0	0	0	0	0	0	0	0	3	3
OG0012795	0	0	0	0	0	0	0	0	0	0	3	3
OG0012796	0	0	0	0	0	0	0	0	0	0	3	3
OG0012797	0	0	0	0	0	0	0	0	0	0	3	3
OG0012798	0	0	0	0	0	0	0	0	0	0	3	3
OG0012799	0	0	0	0	0	0	0	0	0	0	3	3
OG0012800	0	0	0	0	0	0	0	0	0	0	3	3
OG0012801	0	0	0	0	0	0	0	0	0	0	3	3
OG0012802	0	0	0	0	0	0	0	0	0	0	3	3
OG0012803	0	0	0	0	0	0	0	0	0	0	3	3
OG0012804	0	0	0	0	0	0	0	0	0	0	3	3
OG0012805	0	0	0	0	0	0	0	0	0	0	3	3
OG0012806	0	0	0	0	0	0	0	0	0	0	3	3
OG0012807	0	0	0	0	0	0	0	0	0	0	3	3
OG0012808	0	0	0	0	0	0	0	0	0	0	3	3
OG0012809	0	0	0	0	0	0	0	0	0	0	3	3
OG0012810	0	0	0	0	0	0	0	0	0	0	3	3
OG0012811	0	0	0	0	0	0	0	0	0	0	3	3
OG0012812	0	0	0	0	0	0	0	0	0	0	3	3
OG0012813	0	0	0	0	0	0	0	0	0	0	3	3
OG0012814	0	0	0	0	0	0	0	0	0	0	3	3
OG0012815	0	0	0	0	0	0	0	0	0	0	3	3
OG0012816	0	0	0	0	0	0	0	0	0	0	3	3
OG0012817	0	0	0	0	0	0	0	0	0	0	3	3
OG0012818	0	0	0	0	0	0	0	0	0	0	3	3
OG0012819	2	0	0	0	0	0	0	0	0	0	0	2
OG0012820	2	0	0	0	0	0	0	0	0	0	0	2
OG0012821	2	0	0	0	0	0	0	0	0	0	0	2
OG0012822	2	0	0	0	0	0	0	0	0	0	0	2
OG0012823	1	0	0	0	0	0	1	0	0	0	0	2
OG0012824	2	0	0	0	0	0	0	0	0	0	0	2
OG0012825	2	0	0	0	0	0	0	0	0	0	0	2
OG0012826	2	0	0	0	0	0	0	0	0	0	0	2
OG0012827	1	0	0	0	0	0	1	0	0	0	0	2
OG0012828	2	0	0	0	0	0	0	0	0	0	0	2
OG0012829	2	0	0	0	0	0	0	0	0	0	0	2
OG0012830	1	1	0	0	0	0	0	0	0	0	0	2
OG0012831	2	0	0	0	0	0	0	0	0	0	0	2
OG0012832	2	0	0	0	0	0	0	0	0	0	0	2
OG0012833	2	0	0	0	0	0	0	0	0	0	0	2
OG0012834	1	0	0	0	0	0	0	0	0	0	1	2
OG0012835	2	0	0	0	0	0	0	0	0	0	0	2
OG0012836	2	0	0	0	0	0	0	0	0	0	0	2
OG0012837	1	1	0	0	0	0	0	0	0	0	0	2
OG0012838	1	1	0	0	0	0	0	0	0	0	0	2
OG0012839	2	0	0	0	0	0	0	0	0	0	0	2
OG0012840	1	0	0	0	0	0	1	0	0	0	0	2
OG0012841	1	0	0	0	0	0	1	0	0	0	0	2
OG0012842	2	0	0	0	0	0	0	0	0	0	0	2
OG0012843	2	0	0	0	0	0	0	0	0	0	0	2
OG0012844	2	0	0	0	0	0	0	0	0	0	0	2
OG0012845	2	0	0	0	0	0	0	0	0	0	0	2
OG0012846	2	0	0	0	0	0	0	0	0	0	0	2
OG0012847	1	0	0	0	0	0	1	0	0	0	0	2
OG0012848	2	0	0	0	0	0	0	0	0	0	0	2
OG0012849	1	0	0	0	0	0	0	0	0	0	1	2
OG0012850	2	0	0	0	0	0	0	0	0	0	0	2
OG0012851	1	1	0	0	0	0	0	0	0	0	0	2
OG0012852	2	0	0	0	0	0	0	0	0	0	0	2
OG0012853	2	0	0	0	0	0	0	0	0	0	0	2
OG0012854	2	0	0	0	0	0	0	0	0	0	0	2
OG0012855	2	0	0	0	0	0	0	0	0	0	0	2
OG0012856	1	0	0	0	1	0	0	0	0	0	0	2
OG0012857	2	0	0	0	0	0	0	0	0	0	0	2
OG0012858	1	0	0	0	1	0	0	0	0	0	0	2
OG0012859	2	0	0	0	0	0	0	0	0	0	0	2
OG0012860	2	0	0	0	0	0	0	0	0	0	0	2
OG0012861	2	0	0	0	0	0	0	0	0	0	0	2
OG0012862	2	0	0	0	0	0	0	0	0	0	0	2
OG0012863	2	0	0	0	0	0	0	0	0	0	0	2
OG0012864	2	0	0	0	0	0	0	0	0	0	0	2
OG0012865	2	0	0	0	0	0	0	0	0	0	0	2
OG0012866	2	0	0	0	0	0	0	0	0	0	0	2
OG0012867	2	0	0	0	0	0	0	0	0	0	0	2
OG0012868	2	0	0	0	0	0	0	0	0	0	0	2
OG0012869	2	0	0	0	0	0	0	0	0	0	0	2
OG0012870	2	0	0	0	0	0	0	0	0	0	0	2
OG0012871	2	0	0	0	0	0	0	0	0	0	0	2
OG0012872	2	0	0	0	0	0	0	0	0	0	0	2
OG0012873	2	0	0	0	0	0	0	0	0	0	0	2
OG0012874	2	0	0	0	0	0	0	0	0	0	0	2
OG0012875	2	0	0	0	0	0	0	0	0	0	0	2
OG0012876	1	1	0	0	0	0	0	0	0	0	0	2
OG0012877	2	0	0	0	0	0	0	0	0	0	0	2
OG0012878	1	0	0	0	0	0	1	0	0	0	0	2
OG0012879	2	0	0	0	0	0	0	0	0	0	0	2
OG0012880	2	0	0	0	0	0	0	0	0	0	0	2
OG0012881	2	0	0	0	0	0	0	0	0	0	0	2
OG0012882	1	1	0	0	0	0	0	0	0	0	0	2
OG0012883	2	0	0	0	0	0	0	0	0	0	0	2
OG0012884	2	0	0	0	0	0	0	0	0	0	0	2
OG0012885	1	0	0	1	0	0	0	0	0	0	0	2
OG0012886	2	0	0	0	0	0	0	0	0	0	0	2
OG0012887	1	0	0	0	0	0	1	0	0	0	0	2
OG0012888	2	0	0	0	0	0	0	0	0	0	0	2
OG0012889	2	0	0	0	0	0	0	0	0	0	0	2
OG0012890	2	0	0	0	0	0	0	0	0	0	0	2
OG0012891	2	0	0	0	0	0	0	0	0	0	0	2
OG0012892	2	0	0	0	0	0	0	0	0	0	0	2
OG0012893	2	0	0	0	0	0	0	0	0	0	0	2
OG0012894	2	0	0	0	0	0	0	0	0	0	0	2
OG0012895	2	0	0	0	0	0	0	0	0	0	0	2
OG0012896	2	0	0	0	0	0	0	0	0	0	0	2
OG0012897	2	0	0	0	0	0	0	0	0	0	0	2
OG0012898	2	0	0	0	0	0	0	0	0	0	0	2
OG0012899	2	0	0	0	0	0	0	0	0	0	0	2
OG0012900	1	0	0	0	0	0	1	0	0	0	0	2
OG0012901	2	0	0	0	0	0	0	0	0	0	0	2
OG0012902	1	1	0	0	0	0	0	0	0	0	0	2
OG0012903	2	0	0	0	0	0	0	0	0	0	0	2
OG0012904	2	0	0	0	0	0	0	0	0	0	0	2
OG0012905	1	1	0	0	0	0	0	0	0	0	0	2
OG0012906	2	0	0	0	0	0	0	0	0	0	0	2
OG0012907	2	0	0	0	0	0	0	0	0	0	0	2
OG0012908	2	0	0	0	0	0	0	0	0	0	0	2
OG0012909	1	1	0	0	0	0	0	0	0	0	0	2
OG0012910	1	1	0	0	0	0	0	0	0	0	0	2
OG0012911	2	0	0	0	0	0	0	0	0	0	0	2
OG0012912	2	0	0	0	0	0	0	0	0	0	0	2
OG0012913	2	0	0	0	0	0	0	0	0	0	0	2
OG0012914	1	1	0	0	0	0	0	0	0	0	0	2
OG0012915	2	0	0	0	0	0	0	0	0	0	0	2
OG0012916	1	0	0	0	0	0	0	0	0	1	0	2
OG0012917	2	0	0	0	0	0	0	0	0	0	0	2
OG0012918	2	0	0	0	0	0	0	0	0	0	0	2
OG0012919	2	0	0	0	0	0	0	0	0	0	0	2
OG0012920	2	0	0	0	0	0	0	0	0	0	0	2
OG0012921	2	0	0	0	0	0	0	0	0	0	0	2
OG0012922	2	0	0	0	0	0	0	0	0	0	0	2
OG0012923	1	1	0	0	0	0	0	0	0	0	0	2
OG0012924	2	0	0	0	0	0	0	0	0	0	0	2
OG0012925	2	0	0	0	0	0	0	0	0	0	0	2
OG0012926	1	0	0	0	0	0	0	0	0	1	0	2
OG0012927	1	1	0	0	0	0	0	0	0	0	0	2
OG0012928	1	1	0	0	0	0	0	0	0	0	0	2
OG0012929	1	1	0	0	0	0	0	0	0	0	0	2
OG0012930	2	0	0	0	0	0	0	0	0	0	0	2
OG0012931	1	0	0	0	0	0	0	1	0	0	0	2
OG0012932	2	0	0	0	0	0	0	0	0	0	0	2
OG0012933	2	0	0	0	0	0	0	0	0	0	0	2
OG0012934	1	0	0	0	0	0	1	0	0	0	0	2
OG0012935	2	0	0	0	0	0	0	0	0	0	0	2
OG0012936	2	0	0	0	0	0	0	0	0	0	0	2
OG0012937	2	0	0	0	0	0	0	0	0	0	0	2
OG0012938	1	1	0	0	0	0	0	0	0	0	0	2
OG0012939	2	0	0	0	0	0	0	0	0	0	0	2
OG0012940	1	0	0	0	0	0	0	0	0	0	1	2
OG0012941	1	1	0	0	0	0	0	0	0	0	0	2
OG0012942	1	1	0	0	0	0	0	0	0	0	0	2
OG0012943	1	0	0	0	0	0	0	0	0	0	1	2
OG0012944	2	0	0	0	0	0	0	0	0	0	0	2
OG0012945	2	0	0	0	0	0	0	0	0	0	0	2
OG0012946	1	0	0	0	0	0	0	1	0	0	0	2
OG0012947	1	1	0	0	0	0	0	0	0	0	0	2
OG0012948	1	1	0	0	0	0	0	0	0	0	0	2
OG0012949	2	0	0	0	0	0	0	0	0	0	0	2
OG0012950	1	0	0	0	0	0	0	0	1	0	0	2
OG0012951	1	0	0	0	0	0	0	1	0	0	0	2
OG0012952	2	0	0	0	0	0	0	0	0	0	0	2
OG0012953	2	0	0	0	0	0	0	0	0	0	0	2
OG0012954	2	0	0	0	0	0	0	0	0	0	0	2
OG0012955	2	0	0	0	0	0	0	0	0	0	0	2
OG0012956	1	0	0	0	0	0	1	0	0	0	0	2
OG0012957	1	1	0	0	0	0	0	0	0	0	0	2
OG0012958	1	0	0	0	0	0	0	0	1	0	0	2
OG0012959	2	0	0	0	0	0	0	0	0	0	0	2
OG0012960	1	0	0	0	0	0	0	1	0	0	0	2
OG0012961	2	0	0	0	0	0	0	0	0	0	0	2
